,date,continent,location,total_vaccinations_per_hundred
1254,2021Q2,Africa,Tunisia,531.42
1255,2021Q2,Africa,Uganda,63.81
1256,2021Q2,Africa,Zambia,17.67
1257,2021Q2,Africa,Zimbabwe,369.81
1258,2021Q2,Asia,Afghanistan,21.43
1259,2021Q2,Asia,Armenia,11.92
1260,2021Q2,Asia,Azerbaijan,1671.95
1261,2021Q2,Asia,Bahrain,9117.43
1262,2021Q2,Asia,Bangladesh,316.09
1263,2021Q2,Asia,Bhutan,3295.77
1264,2021Q2,Asia,Brunei,384.92
1265,2021Q2,Asia,Cambodia,1908.17
1266,2021Q2,Asia,China,3325.93
1267,2021Q2,Asia,Georgia,218.09
1268,2021Q2,Asia,Hong Kong,2409.66
1269,2021Q2,Asia,India,1157.3
1270,2021Q2,Asia,Indonesia,804.72
1271,2021Q2,Asia,Iran,39.95
1272,2021Q2,Asia,Iraq,11.4
1273,2021Q2,Asia,Israel,10152.06
1274,2021Q2,Asia,Japan,1087.12
1275,2021Q2,Asia,Jordan,600.49
1276,2021Q2,Asia,Kazakhstan,948.7
1277,2021Q2,Asia,Kuwait,151.96
1278,2021Q2,Asia,Kyrgyzstan,6.6
1279,2021Q2,Asia,Laos,468.54
1280,2021Q2,Asia,Lebanon,960.24
1281,2021Q2,Asia,Macao,2036.3600000000001
1282,2021Q2,Asia,Malaysia,763.22
1283,2021Q2,Asia,Maldives,6835.92
1284,2021Q2,Asia,Mongolia,4708.44
1285,2021Q2,Asia,Myanmar,19.77
1286,2021Q2,Asia,Nepal,363.66
1287,2021Q2,Asia,North Korea,0.0
1288,2021Q2,Asia,Northern Cyprus,462.27
1289,2021Q2,Asia,Oman,76.4
1290,2021Q2,Asia,Pakistan,81.48
1291,2021Q2,Asia,Palestine,448.99
1292,2021Q2,Asia,Philippines,235.37
1293,2021Q2,Asia,Qatar,6764.39
1294,2021Q2,Asia,Saudi Arabia,2892.36
1295,2021Q2,Asia,Singapore,5492.55
1296,2021Q2,Asia,South Korea,1305.25
1297,2021Q2,Asia,Sri Lanka,547.17
1298,2021Q2,Asia,Syria,0.9299999999999999
1299,2021Q2,Asia,Taiwan,145.62
1300,2021Q2,Asia,Tajikistan,9.4
1301,2021Q2,Asia,Thailand,404.99
1302,2021Q2,Asia,Timor,63.26
1303,2021Q2,Asia,Turkey,2983.51
1304,2021Q2,Asia,Turkmenistan,0.0
1305,2021Q2,Asia,United Arab Emirates,10157.58
1306,2021Q2,Asia,Uzbekistan,41.35
1307,2021Q2,Asia,Vietnam,73.92
1308,2021Q2,Asia,Yemen,3.86
1309,2021Q2,Europe,Albania,1508.54
1310,2021Q2,Europe,Andorra,590.79
1311,2021Q2,Europe,Austria,648.04
1312,2021Q2,Europe,Belarus,46.19
1313,2021Q2,Europe,Belgium,4580.41
1314,2021Q2,Europe,Bosnia and Herzegovina,56.45
1315,2021Q2,Europe,Bulgaria,1491.4
1316,2021Q2,Europe,Croatia,2739.63
1317,2021Q2,Europe,Cyprus,2321.82
1318,2021Q2,Europe,Czechia,3924.2599999999998
1319,2021Q2,Europe,Denmark,587.78
1320,2021Q2,Europe,England,7619.88
1321,2021Q2,Europe,Estonia,4101.24
1322,2021Q2,Europe,Faeroe Islands,2338.55
1323,2021Q2,Europe,Finland,591.66
1324,2021Q2,Europe,France,4194.1
1325,2021Q2,Europe,Germany,4616.99
1326,2021Q2,Europe,Gibraltar,6996.89
1327,2021Q2,Europe,Greece,3728.84
1328,2021Q2,Europe,Guernsey,3162.48
1329,2021Q2,Europe,Hungary,3807.39
1330,2021Q2,Europe,Iceland,2409.7799999999997
1331,2021Q2,Europe,Ireland,4431.51
1332,2021Q2,Europe,Isle of Man,5566.01
1333,2021Q2,Europe,Italy,4473.26
1334,2021Q2,Europe,Jersey,1745.25
1335,2021Q2,Europe,Kosovo,40.1
1336,2021Q2,Europe,Latvia,2832.25
1337,2021Q2,Europe,Liechtenstein,3146.26
1338,2021Q2,Europe,Lithuania,4461.83
1339,2021Q2,Europe,Luxembourg,3844.7599999999998
1340,2021Q2,Europe,Malta,7394.86
1341,2021Q2,Europe,Moldova,707.36
1342,2021Q2,Europe,Monaco,767.14
1343,2021Q2,Europe,Montenegro,1944.42
1344,2021Q2,Europe,Netherlands,534.25
1345,2021Q2,Europe,North Macedonia,662.8
1346,2021Q2,Europe,Northern Ireland,7208.14
1347,2021Q2,Europe,Norway,3976.32
1348,2021Q2,Europe,Poland,3288.09
1349,2021Q2,Europe,Portugal,621.94
1350,2021Q2,Europe,Romania,2975.98
1351,2021Q2,Europe,Russia,1524.1
1352,2021Q2,Europe,San Marino,4496.95
1353,2021Q2,Europe,Scotland,7869.55
1354,2021Q2,Europe,Serbia,2528.02
1355,2021Q2,Europe,Slovakia,546.51
1356,2021Q2,Europe,Slovenia,3837.6
1357,2021Q2,Europe,Spain,3193.4
1358,2021Q2,Europe,Sweden,577.09
1359,2021Q2,Europe,Switzerland,4301.3
1360,2021Q2,Europe,Ukraine,250.84
1361,2021Q2,Europe,United Kingdom,7714.93
1362,2021Q2,Europe,Vatican,0.0
1363,2021Q2,Europe,Wales,8449.56
1364,2021Q2,North America,Anguilla,635.47
1365,2021Q2,North America,Antigua and Barbuda,1107.63
1366,2021Q2,North America,Aruba,6242.65
1367,2021Q2,North America,Bahamas,125.47999999999999
1368,2021Q2,North America,Barbados,3465.76
1369,2021Q2,North America,Belize,497.9
1370,2021Q2,North America,Bermuda,1414.79
1371,2021Q2,North America,Bonaire Sint Eustatius and Saba,27.32
1372,2021Q2,North America,British Virgin Islands,295.38
1373,2021Q2,North America,Canada,4632.51
1374,2021Q2,North America,Cayman Islands,3145.8
1375,2021Q2,North America,Costa Rica,344.53
1376,2021Q2,North America,Cuba,1135.98
1377,2021Q2,North America,Curacao,5310.66
1378,2021Q2,North America,Dominica,796.47
1379,2021Q2,North America,Dominican Republic,2671.46
1380,2021Q2,North America,El Salvador,1033.23
1381,2021Q2,North America,Greenland,1982.79
1382,2021Q2,North America,Grenada,257.8
1383,2021Q2,North America,Guadeloupe,0.0
1384,2021Q2,North America,Guatemala,199.91
1385,2021Q2,North America,Haiti,0.0
1386,2021Q2,North America,Honduras,62.39
1387,2021Q2,North America,Jamaica,49.05
1388,2021Q2,North America,Martinique,0.0
1389,2021Q2,North America,Mexico,1661.4
1390,2021Q2,North America,Montserrat,372.4
1391,2021Q2,North America,Nicaragua,7.630000000000001
1392,2021Q2,North America,Panama,250.22
1393,2021Q2,North America,Puerto Rico,0.0
1394,2021Q2,North America,Saint Barthelemy,0.0
1395,2021Q2,North America,Saint Kitts and Nevis,869.01
1396,2021Q2,North America,Saint Lucia,1009.3
1397,2021Q2,North America,Saint Martin (French part),0.0
1398,2021Q2,North America,Saint Pierre and Miquelon,0.0
1399,2021Q2,North America,Saint Vincent and the Grenadines,330.27
1400,2021Q2,North America,Sint Maarten (Dutch part),560.42
1401,2021Q2,North America,Trinidad and Tobago,498.94
1402,2021Q2,North America,Turks and Caicos Islands,284.46999999999997
1403,2021Q2,North America,United States,7707.48
1404,2021Q2,North America,United States Virgin Islands,0.0
1405,2021Q2,Oceania,American Samoa,0.0
1406,2021Q2,Oceania,Australia,1253.47
1407,2021Q2,Oceania,Cook Islands,416.69
1408,2021Q2,Oceania,Fiji,166.42000000000002
1409,2021Q2,Oceania,French Polynesia,366.82
1410,2021Q2,Oceania,Guam,0.0
1411,2021Q2,Oceania,Kiribati,0.0
1412,2021Q2,Oceania,Marshall Islands,0.0
1413,2021Q2,Oceania,Micronesia (country),0.0
1414,2021Q2,Oceania,Nauru,256.07
1415,2021Q2,Oceania,New Caledonia,349.86
1416,2021Q2,Oceania,New Zealand,897.59
1417,2021Q2,Oceania,Niue,35.76
1418,2021Q2,Oceania,Northern Mariana Islands,0.0
1419,2021Q2,Oceania,Palau,0.0
1420,2021Q2,Oceania,Papua New Guinea,2.23
1421,2021Q2,Oceania,Pitcairn,200.0
1422,2021Q2,Oceania,Samoa,125.63
1423,2021Q2,Oceania,Solomon Islands,17.23
1424,2021Q2,Oceania,Tokelau,0.0
1425,2021Q2,Oceania,Tonga,139.38
1426,2021Q2,Oceania,Tuvalu,84.44
1427,2021Q2,Oceania,Vanuatu,4.1899999999999995
1428,2021Q2,Oceania,Wallis and Futuna,766.25
1429,2021Q2,South America,Argentina,2308.56
1430,2021Q2,South America,Bolivia,957.85
1431,2021Q2,South America,Brazil,2491.79
1432,2021Q2,South America,Chile,7842.34
1433,2021Q2,South America,Colombia,1196.0
1434,2021Q2,South America,Ecuador,1175.71
1435,2021Q2,South America,Falkland Islands,229.64999999999998
1436,2021Q2,South America,French Guiana,0.0
1437,2021Q2,South America,Guyana,448.52
1438,2021Q2,South America,Paraguay,461.43
1439,2021Q2,South America,Peru,925.89
1440,2021Q2,South America,Suriname,726.42
1441,2021Q2,South America,Uruguay,6252.12
1442,2021Q2,South America,Venezuela,14.739999999999998
1443,2021Q3,Africa,Algeria,71.68
1444,2021Q3,Africa,Angola,67.06
1445,2021Q3,Africa,Benin,6.44
1446,2021Q3,Africa,Botswana,291.66
1447,2021Q3,Africa,Burkina Faso,3.41
1448,2021Q3,Africa,Burundi,0.0
1449,2021Q3,Africa,Cameroon,23.82
1450,2021Q3,Africa,Cape Verde,720.66
1451,2021Q3,Africa,Central African Republic,15.11
1452,2021Q3,Africa,Chad,6.28
1453,2021Q3,Africa,Comoros,277.81
1454,2021Q3,Africa,Congo,41.69
1455,2021Q3,Africa,Cote d'Ivoire,352.12
1456,2021Q3,Africa,Democratic Republic of Congo,1.6300000000000001
1457,2021Q3,Africa,Djibouti,30.42
1458,2021Q3,Africa,Egypt,170.46
1459,2021Q3,Africa,Equatorial Guinea,482.78
1460,2021Q3,Africa,Eritrea,0.0
1461,2021Q3,Africa,Eswatini,229.06
1462,2021Q3,Africa,Ethiopia,157.93
1463,2021Q3,Africa,Gabon,70.2
1464,2021Q3,Africa,Gambia,67.33
1465,2021Q3,Africa,Ghana,16.2
1466,2021Q3,Africa,Guinea,355.36
1467,2021Q3,Africa,Guinea-Bissau,12.59
1468,2021Q3,Africa,Kenya,352.0
1469,2021Q3,Africa,Lesotho,48.9
1470,2021Q3,Africa,Liberia,0.0
1471,2021Q3,Africa,Libya,275.1
1472,2021Q3,Africa,Madagascar,2.25
1473,2021Q3,Africa,Malawi,208.09
1474,2021Q3,Africa,Mali,14.94
1475,2021Q3,Africa,Mauritania,107.78
1476,2021Q3,Africa,Mauritius,1363.93
1477,2021Q3,Africa,Mayotte,0.0
1478,2021Q3,Africa,Morocco,4818.38
1479,2021Q3,Africa,Mozambique,49.57
1480,2021Q3,Africa,Namibia,445.49
1481,2021Q3,Africa,Niger,9.33
1482,2021Q3,Africa,Nigeria,31.03
1483,2021Q3,Africa,Reunion,0.0
1484,2021Q3,Africa,Rwanda,314.03
1485,2021Q3,Africa,Saint Helena,0.0
1486,2021Q3,Africa,Sao Tome and Principe,292.36
1487,2021Q3,Africa,Senegal,123.12
1488,2021Q3,Africa,Seychelles,534.8000000000001
1489,2021Q3,Africa,Sierra Leone,10.27
1490,2021Q3,Africa,Somalia,29.14
1491,2021Q3,Africa,South Africa,962.05
1492,2021Q3,Africa,South Sudan,6.41
1493,2021Q3,Africa,Sudan,18.34
1494,2021Q3,Africa,Tanzania,1.49
1495,2021Q3,Africa,Togo,44.6
1496,2021Q3,Africa,Tunisia,2344.52
1497,2021Q3,Africa,Uganda,45.01
1498,2021Q3,Africa,Zambia,131.69
1499,2021Q3,Africa,Zimbabwe,1638.54
1500,2021Q3,Asia,Afghanistan,28.33
1501,2021Q3,Asia,Armenia,104.57
1502,2021Q3,Asia,Azerbaijan,4737.61
1503,2021Q3,Asia,Bahrain,14928.17
1504,2021Q3,Asia,Bangladesh,879.37
1505,2021Q3,Asia,Bhutan,3235.47
1506,2021Q3,Asia,Brunei,2616.88
1507,2021Q3,Asia,Cambodia,8602.87
1508,2021Q3,Asia,China,11761.2
1509,2021Q3,Asia,Georgia,1424.87
1510,2021Q3,Asia,Hong Kong,8010.01
1511,2021Q3,Asia,India,3520.07
1512,2021Q3,Asia,Indonesia,2862.8
1513,2021Q3,Asia,Iran,438.17
1514,2021Q3,Asia,Iraq,102.78999999999999
1515,2021Q3,Asia,Israel,12365.61
1516,2021Q3,Asia,Japan,8654.83
1517,2021Q3,Asia,Jordan,3767.52
1518,2021Q3,Asia,Kazakhstan,4887.6
1519,2021Q3,Asia,Kuwait,118.15
1520,2021Q3,Asia,Kyrgyzstan,1011.78
1521,2021Q3,Asia,Laos,1095.41
1522,2021Q3,Asia,Lebanon,3569.68
1523,2021Q3,Asia,Macao,3678.91
1524,2021Q3,Asia,Malaysia,7518.6
1525,2021Q3,Asia,Maldives,9753.94
1526,2021Q3,Asia,Mongolia,9410.01
1527,2021Q3,Asia,Myanmar,69.9
1528,2021Q3,Asia,Nepal,2027.3600000000001
1529,2021Q3,Asia,North Korea,0.0
1530,2021Q3,Asia,Northern Cyprus,207.42000000000002
1531,2021Q3,Asia,Oman,847.05
1532,2021Q3,Asia,Pakistan,1050.37
1533,2021Q3,Asia,Palestine,2087.66
1534,2021Q3,Asia,Philippines,1168.29
1535,2021Q3,Asia,Qatar,11918.08
1536,2021Q3,Asia,Saudi Arabia,7921.0
1537,2021Q3,Asia,Singapore,13144.2
1538,2021Q3,Asia,South Korea,6490.44
1539,2021Q3,Asia,Sri Lanka,6127.57
1540,2021Q3,Asia,Syria,11.85
1541,2021Q3,Asia,Taiwan,2928.93
1542,2021Q3,Asia,Tajikistan,385.88
1543,2021Q3,Asia,Thailand,2801.41
1544,2021Q3,Asia,Timor,521.8199999999999
1545,2021Q3,Asia,Turkey,8785.66
1546,2021Q3,Asia,Turkmenistan,0.0
1547,2021Q3,Asia,United Arab Emirates,14369.51
1548,2021Q3,Asia,Uzbekistan,1276.03
1549,2021Q3,Asia,Vietnam,1544.24
1550,2021Q3,Asia,Yemen,2.76
1551,2021Q3,Europe,Albania,3304.0299999999997
1552,2021Q3,Europe,Andorra,661.66
1553,2021Q3,Europe,Austria,1466.32
1554,2021Q3,Europe,Belarus,324.09
1555,2021Q3,Europe,Belgium,11893.01
1556,2021Q3,Europe,Bosnia and Herzegovina,209.25
1557,2021Q3,Europe,Bulgaria,2540.52
1558,2021Q3,Europe,Croatia,6478.42
1559,2021Q3,Europe,Cyprus,6226.83
1560,2021Q3,Europe,Czechia,9402.7
1561,2021Q3,Europe,Denmark,1649.37
1562,2021Q3,Europe,England,11931.75
1563,2021Q3,Europe,Estonia,8279.97
1564,2021Q3,Europe,Faeroe Islands,6072.92
1565,2021Q3,Europe,Finland,1450.27
1566,2021Q3,Europe,France,10844.19
1567,2021Q3,Europe,Germany,10779.93
1568,2021Q3,Europe,Gibraltar,9650.49
1569,2021Q3,Europe,Greece,9557.42
1570,2021Q3,Europe,Guernsey,6555.19
1571,2021Q3,Europe,Hungary,121.51
1572,2021Q3,Europe,Iceland,3791.58
1573,2021Q3,Europe,Ireland,11626.55
1574,2021Q3,Europe,Isle of Man,6745.31
1575,2021Q3,Europe,Italy,11253.91
1576,2021Q3,Europe,Jersey,3250.88
1577,2021Q3,Europe,Kosovo,2877.79
1578,2021Q3,Europe,Latvia,6935.29
1579,2021Q3,Europe,Liechtenstein,6529.13
1580,2021Q3,Europe,Lithuania,9297.55
1581,2021Q3,Europe,Luxembourg,9785.86
1582,2021Q3,Europe,Malta,12832.46
1583,2021Q3,Europe,Moldova,1071.76
1584,2021Q3,Europe,Monaco,1332.21
1585,2021Q3,Europe,Montenegro,5156.81
1586,2021Q3,Europe,Netherlands,1482.84
1587,2021Q3,Europe,North Macedonia,2779.84
1588,2021Q3,Europe,Northern Ireland,11125.02
1589,2021Q3,Europe,Norway,10495.42
1590,2021Q3,Europe,Poland,6806.91
1591,2021Q3,Europe,Portugal,1705.49
1592,2021Q3,Europe,Romania,4433.7
1593,2021Q3,Europe,Russia,4312.44
1594,2021Q3,Europe,San Marino,3274.25
1595,2021Q3,Europe,Scotland,12547.14
1596,2021Q3,Europe,Serbia,4666.79
1597,2021Q3,Europe,Slovakia,1026.06
1598,2021Q3,Europe,Slovenia,7645.47
1599,2021Q3,Europe,Spain,8229.09
1600,2021Q3,Europe,Sweden,1429.93
1601,2021Q3,Europe,Switzerland,9756.05
1602,2021Q3,Europe,Ukraine,1740.46
1603,2021Q3,Europe,United Kingdom,11929.46
1604,2021Q3,Europe,Vatican,0.0
1605,2021Q3,Europe,Wales,12773.91
1606,2021Q3,North America,Anguilla,1249.79
1607,2021Q3,North America,Antigua and Barbuda,2443.97
1608,2021Q3,North America,Aruba,9959.04
1609,2021Q3,North America,Bahamas,469.81
1610,2021Q3,North America,Barbados,5799.91
1611,2021Q3,North America,Belize,2242.39
1612,2021Q3,North America,Bermuda,1570.65
1613,2021Q3,North America,Bonaire Sint Eustatius and Saba,132.5
1614,2021Q3,North America,British Virgin Islands,974.77
1615,2021Q3,North America,Canada,12053.74
1616,2021Q3,North America,Cayman Islands,5193.54
1617,2021Q3,North America,Costa Rica,916.78
1618,2021Q3,North America,Cuba,9755.039999999999
1619,2021Q3,North America,Curacao,6057.56
1620,2021Q3,North America,Dominica,632.06
1621,2021Q3,North America,Dominican Republic,8424.91
1622,2021Q3,North America,El Salvador,4643.68
1623,2021Q3,North America,Greenland,3804.12
1624,2021Q3,North America,Grenada,461.5
1625,2021Q3,North America,Guadeloupe,0.0
1626,2021Q3,North America,Guatemala,1689.37
1627,2021Q3,North America,Haiti,6.59
1628,2021Q3,North America,Honduras,405.2
1629,2021Q3,North America,Jamaica,490.38
1630,2021Q3,North America,Martinique,0.0
1631,2021Q3,North America,Mexico,5110.43
1632,2021Q3,North America,Montserrat,630.16
1633,2021Q3,North America,Nicaragua,75.08
1634,2021Q3,North America,Panama,982.38
1635,2021Q3,North America,Puerto Rico,0.0
1636,2021Q3,North America,Saint Barthelemy,0.0
1637,2021Q3,North America,Saint Kitts and Nevis,2333.25
1638,2021Q3,North America,Saint Lucia,1711.79
1639,2021Q3,North America,Saint Martin (French part),0.0
1640,2021Q3,North America,Saint Pierre and Miquelon,0.0
1641,2021Q3,North America,Saint Vincent and the Grenadines,554.51
1642,2021Q3,North America,Sint Maarten (Dutch part),1460.33
1643,2021Q3,North America,Trinidad and Tobago,4229.87
1644,2021Q3,North America,Turks and Caicos Islands,750.44
1645,2021Q3,North America,United States,10219.28
1646,2021Q3,North America,United States Virgin Islands,0.0
1647,2021Q3,Oceania,American Samoa,0.0
1648,2021Q3,Oceania,Australia,5793.31
1649,2021Q3,Oceania,Cook Islands,252.19
1650,2021Q3,Oceania,Fiji,994.72
1651,2021Q3,Oceania,French Polynesia,821.27
1652,2021Q3,Oceania,Guam,0.0
1653,2021Q3,Oceania,Kiribati,78.09
1654,2021Q3,Oceania,Marshall Islands,0.0
1655,2021Q3,Oceania,Micronesia (country),0.0
1656,2021Q3,Oceania,Nauru,430.86
1657,2021Q3,Oceania,New Caledonia,630.97
1658,2021Q3,Oceania,New Zealand,5064.8
1659,2021Q3,Oceania,Niue,182.79
1660,2021Q3,Oceania,Northern Mariana Islands,0.0
1661,2021Q3,Oceania,Palau,0.0
1662,2021Q3,Oceania,Papua New Guinea,9.28
1663,2021Q3,Oceania,Pitcairn,540.4300000000001
1664,2021Q3,Oceania,Samoa,620.41
1665,2021Q3,Oceania,Solomon Islands,58.34
1666,2021Q3,Oceania,Tokelau,101.48
1667,2021Q3,Oceania,Tonga,298.81
1668,2021Q3,Oceania,Tuvalu,263.28
1669,2021Q3,Oceania,Vanuatu,88.32
1670,2021Q3,Oceania,Wallis and Futuna,910.88
1671,2021Q3,South America,Argentina,7763.13
1672,2021Q3,South America,Bolivia,3712.22
1673,2021Q3,South America,Brazil,7202.26
1674,2021Q3,South America,Chile,12937.95
1675,2021Q3,South America,Colombia,4094.91
1676,2021Q3,South America,Ecuador,6381.26
1677,2021Q3,South America,Falkland Islands,0.0
1678,2021Q3,South America,French Guiana,0.0
1679,2021Q3,South America,Guyana,1788.94
1680,2021Q3,South America,Paraguay,2961.54
1681,2021Q3,South America,Peru,4589.73
1682,2021Q3,South America,Suriname,4096.19
1683,2021Q3,South America,Uruguay,14008.15
1684,2021Q3,South America,Venezuela,216.9
1685,2021Q4,Africa,Algeria,340.56
1686,2021Q4,Africa,Angola,401.93
1687,2021Q4,Africa,Benin,62.67
1688,2021Q4,Africa,Botswana,207.49
1689,2021Q4,Africa,Burkina Faso,16.73
1690,2021Q4,Africa,Burundi,0.33
1691,2021Q4,Africa,Cameroon,40.46
1692,2021Q4,Africa,Cape Verde,1047.85
1693,2021Q4,Africa,Central African Republic,42.03
1694,2021Q4,Africa,Chad,18.11
1695,2021Q4,Africa,Comoros,442.71000000000004
1696,2021Q4,Africa,Congo,93.01
1697,2021Q4,Africa,Cote d'Ivoire,219.15
1698,2021Q4,Africa,Democratic Republic of Congo,3.91
1699,2021Q4,Africa,Djibouti,0.0
1700,2021Q4,Africa,Egypt,609.15
1701,2021Q4,Africa,Equatorial Guinea,570.34
1702,2021Q4,Africa,Eritrea,0.0
1703,2021Q4,Africa,Eswatini,394.22
1704,2021Q4,Africa,Ethiopia,490.89
1705,2021Q4,Africa,Gabon,138.86
1706,2021Q4,Africa,Gambia,108.60000000000001
1707,2021Q4,Africa,Ghana,108.1
1708,2021Q4,Africa,Guinea,603.03
1709,2021Q4,Africa,Guinea-Bissau,246.32
1710,2021Q4,Africa,Kenya,778.17
1711,2021Q4,Africa,Lesotho,138.04
1712,2021Q4,Africa,Liberia,89.8
1713,2021Q4,Africa,Libya,828.43
1714,2021Q4,Africa,Madagascar,10.89
1715,2021Q4,Africa,Malawi,541.46
1716,2021Q4,Africa,Mali,45.96
1717,2021Q4,Africa,Mauritania,759.03
1718,2021Q4,Africa,Mauritius,1690.04
1719,2021Q4,Africa,Mayotte,0.0
1720,2021Q4,Africa,Morocco,2923.43
1721,2021Q4,Africa,Mozambique,495.11
1722,2021Q4,Africa,Namibia,152.75
1723,2021Q4,Africa,Niger,16.33
1724,2021Q4,Africa,Nigeria,113.32
1725,2021Q4,Africa,Reunion,0.0
1726,2021Q4,Africa,Rwanda,501.89
1727,2021Q4,Africa,Saint Helena,0.0
1728,2021Q4,Africa,Sao Tome and Principe,554.67
1729,2021Q4,Africa,Senegal,32.15
1730,2021Q4,Africa,Seychelles,1948.76
1731,2021Q4,Africa,Sierra Leone,34.7
1732,2021Q4,Africa,Somalia,62.08
1733,2021Q4,Africa,South Africa,2307.11
1734,2021Q4,Africa,South Sudan,22.16
1735,2021Q4,Africa,Sudan,10.530000000000001
1736,2021Q4,Africa,Tanzania,11.219999999999999
1737,2021Q4,Africa,Togo,251.1
1738,2021Q4,Africa,Tunisia,6830.61
1739,2021Q4,Africa,Uganda,87.84
1740,2021Q4,Africa,Zambia,247.95
1741,2021Q4,Africa,Zimbabwe,3474.4
1742,2021Q4,Asia,Afghanistan,21.14
1743,2021Q4,Asia,Armenia,463.83
1744,2021Q4,Asia,Azerbaijan,8012.58
1745,2021Q4,Asia,Bahrain,17957.63
1746,2021Q4,Asia,Bangladesh,2152.5099999999998
1747,2021Q4,Asia,Bhutan,1296.29
1748,2021Q4,Asia,Brunei,8774.07
1749,2021Q4,Asia,Cambodia,15021.95
1750,2021Q4,Asia,China,15682.3
1751,2021Q4,Asia,Georgia,2926.55
1752,2021Q4,Asia,Hong Kong,11269.03
1753,2021Q4,Asia,India,7507.86
1754,2021Q4,Asia,Indonesia,7101.83
1755,2021Q4,Asia,Iran,1868.34
1756,2021Q4,Asia,Iraq,441.95
1757,2021Q4,Asia,Israel,15703.78
1758,2021Q4,Asia,Japan,14392.23
1759,2021Q4,Asia,Jordan,5359.94
1760,2021Q4,Asia,Kazakhstan,7420.01
1761,2021Q4,Asia,Kuwait,1422.4
1762,2021Q4,Asia,Kyrgyzstan,2347.0099999999998
1763,2021Q4,Asia,Laos,77.43
1764,2021Q4,Asia,Lebanon,5447.27
1765,2021Q4,Asia,Macao,4018.56
1766,2021Q4,Asia,Malaysia,14110.47
1767,2021Q4,Asia,Maldives,9159.76
1768,2021Q4,Asia,Mongolia,8140.58
1769,2021Q4,Asia,Myanmar,419.73
1770,2021Q4,Asia,Nepal,1175.16
1771,2021Q4,Asia,North Korea,0.0
1772,2021Q4,Asia,Northern Cyprus,891.01
1773,2021Q4,Asia,Oman,891.35
1774,2021Q4,Asia,Pakistan,2668.12
1775,2021Q4,Asia,Palestine,771.55
1776,2021Q4,Asia,Philippines,3253.04
1777,2021Q4,Asia,Qatar,14408.14
1778,2021Q4,Asia,Saudi Arabia,11377.27
1779,2021Q4,Asia,Singapore,17306.78
1780,2021Q4,Asia,South Korea,14705.8
1781,2021Q4,Asia,Sri Lanka,11229.07
1782,2021Q4,Asia,Syria,49.47
1783,2021Q4,Asia,Taiwan,8706.32
1784,2021Q4,Asia,Tajikistan,627.6
1785,2021Q4,Asia,Thailand,10096.81
1786,2021Q4,Asia,Timor,732.88
1787,2021Q4,Asia,Turkey,12810.79
1788,2021Q4,Asia,Turkmenistan,0.0
1789,2021Q4,Asia,United Arab Emirates,15106.01
1790,2021Q4,Asia,Uzbekistan,5421.71
1791,2021Q4,Asia,Vietnam,7183.88
1792,2021Q4,Asia,Yemen,4.58
1793,2021Q4,Europe,Albania,3628.34
1794,2021Q4,Europe,Andorra,684.61
1795,2021Q4,Europe,Austria,2105.93
1796,2021Q4,Europe,Belarus,653.64
1797,2021Q4,Europe,Belgium,14720.87
1798,2021Q4,Europe,Bosnia and Herzegovina,93.82
1799,2021Q4,Europe,Bulgaria,4124.5
1800,2021Q4,Europe,Croatia,8017.82
1801,2021Q4,Europe,Cyprus,4869.71
1802,2021Q4,Europe,Czechia,11582.33
1803,2021Q4,Europe,Denmark,2290.42
1804,2021Q4,Europe,England,15204.48
1805,2021Q4,Europe,Estonia,10951.66
1806,2021Q4,Europe,Faeroe Islands,3302.97
1807,2021Q4,Europe,Finland,2842.76
1808,2021Q4,Europe,France,14342.79
1809,2021Q4,Europe,Germany,13768.09
1810,2021Q4,Europe,Gibraltar,16650.49
1811,2021Q4,Europe,Greece,12493.04
1812,2021Q4,Europe,Guernsey,1636.33
1813,2021Q4,Europe,Hungary,1220.18
1814,2021Q4,Europe,Iceland,3435.01
1815,2021Q4,Europe,Ireland,14859.68
1816,2021Q4,Europe,Isle of Man,8332.73
1817,2021Q4,Europe,Italy,14810.84
1818,2021Q4,Europe,Jersey,3934.45
1819,2021Q4,Europe,Kosovo,6612.28
1820,2021Q4,Europe,Latvia,10535.71
1821,2021Q4,Europe,Liechtenstein,10182.89
1822,2021Q4,Europe,Lithuania,11877.19
1823,2021Q4,Europe,Luxembourg,12410.72
1824,2021Q4,Europe,Malta,14878.61
1825,2021Q4,Europe,Moldova,3465.81
1826,2021Q4,Europe,Monaco,178.51
1827,2021Q4,Europe,Montenegro,6921.65
1828,2021Q4,Europe,Netherlands,1890.21
1829,2021Q4,Europe,North Macedonia,1917.14
1830,2021Q4,Europe,Northern Ireland,13666.79
1831,2021Q4,Europe,Norway,14497.09
1832,2021Q4,Europe,Poland,7377.36
1833,2021Q4,Europe,Portugal,2408.24
1834,2021Q4,Europe,Romania,6336.08
1835,2021Q4,Europe,Russia,6443.5
1836,2021Q4,Europe,San Marino,1445.69
1837,2021Q4,Europe,Scotland,15501.22
1838,2021Q4,Europe,Serbia,4249.49
1839,2021Q4,Europe,Slovakia,431.59000000000003
1840,2021Q4,Europe,Slovenia,10179.75
1841,2021Q4,Europe,Spain,8140.84
1842,2021Q4,Europe,Sweden,1905.3
1843,2021Q4,Europe,Switzerland,12371.57
1844,2021Q4,Europe,Ukraine,4881.35
1845,2021Q4,Europe,United Kingdom,15175.75
