,date,continent,location,reproduction_rate
1249,2021Q2,Africa,South Africa,110.38000000000001
1250,2021Q2,Africa,South Sudan,50.01
1251,2021Q2,Africa,Sudan,69.36
1252,2021Q2,Africa,Tanzania,0.41000000000000003
1253,2021Q2,Africa,Togo,83.42
1254,2021Q2,Africa,Tunisia,100.08
1255,2021Q2,Africa,Uganda,121.11
1256,2021Q2,Africa,Zambia,109.27
1257,2021Q2,Africa,Zimbabwe,119.9
1258,2021Q2,Asia,Afghanistan,116.75
1259,2021Q2,Asia,Armenia,76.11
1260,2021Q2,Asia,Azerbaijan,70.94
1261,2021Q2,Asia,Bahrain,86.11
1262,2021Q2,Asia,Bangladesh,94.77
1263,2021Q2,Asia,Bhutan,106.73
1264,2021Q2,Asia,Brunei,57.48
1265,2021Q2,Asia,Cambodia,110.93
1266,2021Q2,Asia,China,92.58
1267,2021Q2,Asia,Georgia,96.25
1268,2021Q2,Asia,Hong Kong,0.0
1269,2021Q2,Asia,India,91.35
1270,2021Q2,Asia,Indonesia,99.92
1271,2021Q2,Asia,Iran,92.86
1272,2021Q2,Asia,Iraq,91.37
1273,2021Q2,Asia,Israel,84.18
1274,2021Q2,Asia,Japan,90.37
1275,2021Q2,Asia,Jordan,69.93
1276,2021Q2,Asia,Kazakhstan,93.72
1277,2021Q2,Asia,Kuwait,92.1
1278,2021Q2,Asia,Kyrgyzstan,107.0
1279,2021Q2,Asia,Laos,65.7
1280,2021Q2,Asia,Lebanon,74.73
1281,2021Q2,Asia,Macao,0.0
1282,2021Q2,Asia,Malaysia,101.92
1283,2021Q2,Asia,Maldives,95.22
1284,2021Q2,Asia,Mongolia,105.2
1285,2021Q2,Asia,Myanmar,123.08
1286,2021Q2,Asia,Nepal,111.67
1287,2021Q2,Asia,North Korea,0.0
1288,2021Q2,Asia,Northern Cyprus,0.0
1289,2021Q2,Asia,Oman,105.68
1290,2021Q2,Asia,Pakistan,83.69
1291,2021Q2,Asia,Palestine,75.71
1292,2021Q2,Asia,Philippines,88.86
1293,2021Q2,Asia,Qatar,80.44
1294,2021Q2,Asia,Saudi Arabia,97.84
1295,2021Q2,Asia,Singapore,91.22
1296,2021Q2,Asia,South Korea,93.2
1297,2021Q2,Asia,Sri Lanka,105.84
1298,2021Q2,Asia,Syria,82.23
1299,2021Q2,Asia,Taiwan,116.26
1300,2021Q2,Asia,Tajikistan,20.67
1301,2021Q2,Asia,Thailand,117.83
1302,2021Q2,Asia,Timor,101.28
1303,2021Q2,Asia,Turkey,80.02
1304,2021Q2,Asia,Turkmenistan,0.0
1305,2021Q2,Asia,United Arab Emirates,90.84
1306,2021Q2,Asia,Uzbekistan,99.34
1307,2021Q2,Asia,Vietnam,129.28
1308,2021Q2,Asia,Yemen,75.46
1309,2021Q2,Europe,Albania,62.589999999999996
1310,2021Q2,Europe,Andorra,76.98
1311,2021Q2,Europe,Austria,69.8
1312,2021Q2,Europe,Belarus,88.17
1313,2021Q2,Europe,Belgium,81.9
1314,2021Q2,Europe,Bosnia and Herzegovina,65.59
1315,2021Q2,Europe,Bulgaria,66.9
1316,2021Q2,Europe,Croatia,73.51
1317,2021Q2,Europe,Cyprus,88.21
1318,2021Q2,Europe,Czechia,65.98
1319,2021Q2,Europe,Denmark,87.53
1320,2021Q2,Europe,England,0.0
1321,2021Q2,Europe,Estonia,69.76
1322,2021Q2,Europe,Faeroe Islands,0.0
1323,2021Q2,Europe,Finland,82.04
1324,2021Q2,Europe,France,77.05
1325,2021Q2,Europe,Germany,72.86
1326,2021Q2,Europe,Gibraltar,0.0
1327,2021Q2,Europe,Greece,82.83
1328,2021Q2,Europe,Guernsey,0.0
1329,2021Q2,Europe,Hungary,59.87
1330,2021Q2,Europe,Iceland,73.99
1331,2021Q2,Europe,Ireland,88.6
1332,2021Q2,Europe,Isle of Man,0.0
1333,2021Q2,Europe,Italy,69.65
1334,2021Q2,Europe,Jersey,0.0
1335,2021Q2,Europe,Kosovo,60.15
1336,2021Q2,Europe,Latvia,79.54
1337,2021Q2,Europe,Liechtenstein,85.91
1338,2021Q2,Europe,Lithuania,75.87
1339,2021Q2,Europe,Luxembourg,85.15
1340,2021Q2,Europe,Malta,69.78
1341,2021Q2,Europe,Moldova,71.4
1342,2021Q2,Europe,Monaco,85.92
1343,2021Q2,Europe,Montenegro,70.04
1344,2021Q2,Europe,Netherlands,76.25
1345,2021Q2,Europe,North Macedonia,59.46
1346,2021Q2,Europe,Northern Ireland,0.0
1347,2021Q2,Europe,Norway,81.42999999999999
1348,2021Q2,Europe,Poland,56.32
1349,2021Q2,Europe,Portugal,98.76
1350,2021Q2,Europe,Romania,60.97
1351,2021Q2,Europe,Russia,96.34
1352,2021Q2,Europe,San Marino,34.41
1353,2021Q2,Europe,Scotland,0.0
1354,2021Q2,Europe,Serbia,65.17999999999999
1355,2021Q2,Europe,Slovakia,66.25
1356,2021Q2,Europe,Slovenia,72.71000000000001
1357,2021Q2,Europe,Spain,97.07
1358,2021Q2,Europe,Sweden,80.33
1359,2021Q2,Europe,Switzerland,81.38
1360,2021Q2,Europe,Ukraine,77.32000000000001
1361,2021Q2,Europe,United Kingdom,101.93
1362,2021Q2,Europe,Vatican,0.0
1363,2021Q2,Europe,Wales,0.0
1364,2021Q2,North America,Anguilla,0.0
1365,2021Q2,North America,Antigua and Barbuda,42.22
1366,2021Q2,North America,Aruba,0.0
1367,2021Q2,North America,Bahamas,106.08
1368,2021Q2,North America,Barbados,82.49
1369,2021Q2,North America,Belize,101.26
1370,2021Q2,North America,Bermuda,0.0
1371,2021Q2,North America,Bonaire Sint Eustatius and Saba,0.0
1372,2021Q2,North America,British Virgin Islands,0.0
1373,2021Q2,North America,Canada,78.38
1374,2021Q2,North America,Cayman Islands,0.0
1375,2021Q2,North America,Costa Rica,104.91
1376,2021Q2,North America,Cuba,97.81
1377,2021Q2,North America,Curacao,0.0
1378,2021Q2,North America,Dominica,10.51
1379,2021Q2,North America,Dominican Republic,96.78
1380,2021Q2,North America,El Salvador,97.76
1381,2021Q2,North America,Greenland,0.0
1382,2021Q2,North America,Grenada,0.06
1383,2021Q2,North America,Guadeloupe,0.0
1384,2021Q2,North America,Guatemala,99.26
1385,2021Q2,North America,Haiti,107.0
1386,2021Q2,North America,Honduras,95.35000000000001
1387,2021Q2,North America,Jamaica,77.79
1388,2021Q2,North America,Martinique,0.0
1389,2021Q2,North America,Mexico,93.02
1390,2021Q2,North America,Montserrat,0.0
1391,2021Q2,North America,Nicaragua,121.67
1392,2021Q2,North America,Panama,96.7
1393,2021Q2,North America,Puerto Rico,0.0
1394,2021Q2,North America,Saint Barthelemy,0.0
1395,2021Q2,North America,Saint Kitts and Nevis,16.35
1396,2021Q2,North America,Saint Lucia,95.19
1397,2021Q2,North America,Saint Martin (French part),0.0
1398,2021Q2,North America,Saint Pierre and Miquelon,0.0
1399,2021Q2,North America,Saint Vincent and the Grenadines,96.66
1400,2021Q2,North America,Sint Maarten (Dutch part),0.0
1401,2021Q2,North America,Trinidad and Tobago,111.74
1402,2021Q2,North America,Turks and Caicos Islands,0.0
1403,2021Q2,North America,United States,80.62
1404,2021Q2,North America,United States Virgin Islands,0.0
1405,2021Q2,Oceania,American Samoa,0.0
1406,2021Q2,Oceania,Australia,98.98
1407,2021Q2,Oceania,Cook Islands,0.0
1408,2021Q2,Oceania,Fiji,90.3
1409,2021Q2,Oceania,French Polynesia,0.0
1410,2021Q2,Oceania,Guam,0.0
1411,2021Q2,Oceania,Kiribati,0.0
1412,2021Q2,Oceania,Marshall Islands,0.0
1413,2021Q2,Oceania,Micronesia (country),0.0
1414,2021Q2,Oceania,Nauru,0.0
1415,2021Q2,Oceania,New Caledonia,0.0
1416,2021Q2,Oceania,New Zealand,79.64
1417,2021Q2,Oceania,Niue,0.0
1418,2021Q2,Oceania,Northern Mariana Islands,0.0
1419,2021Q2,Oceania,Palau,0.0
1420,2021Q2,Oceania,Papua New Guinea,83.31
1421,2021Q2,Oceania,Pitcairn,0.0
1422,2021Q2,Oceania,Samoa,0.0
1423,2021Q2,Oceania,Solomon Islands,0.0
1424,2021Q2,Oceania,Tokelau,0.0
1425,2021Q2,Oceania,Tonga,0.0
1426,2021Q2,Oceania,Tuvalu,0.0
1427,2021Q2,Oceania,Vanuatu,0.0
1428,2021Q2,Oceania,Wallis and Futuna,0.0
1429,2021Q2,South America,Argentina,96.56
1430,2021Q2,South America,Bolivia,99.1
1431,2021Q2,South America,Brazil,90.56
1432,2021Q2,South America,Chile,88.66
1433,2021Q2,South America,Colombia,101.2
1434,2021Q2,South America,Ecuador,91.1
1435,2021Q2,South America,Falkland Islands,0.0
1436,2021Q2,South America,French Guiana,0.0
1437,2021Q2,South America,Guyana,95.86
1438,2021Q2,South America,Paraguay,90.04
1439,2021Q2,South America,Peru,89.23
1440,2021Q2,South America,Suriname,116.59
1441,2021Q2,South America,Uruguay,88.94
1442,2021Q2,South America,Venezuela,94.24000000000001
1443,2021Q3,Africa,Algeria,86.85
1444,2021Q3,Africa,Angola,101.16
1445,2021Q3,Africa,Benin,39.54
1446,2021Q3,Africa,Botswana,103.15
1447,2021Q3,Africa,Burkina Faso,97.0
1448,2021Q3,Africa,Burundi,91.3
1449,2021Q3,Africa,Cameroon,34.65
1450,2021Q3,Africa,Cape Verde,92.74
1451,2021Q3,Africa,Central African Republic,19.38
1452,2021Q3,Africa,Chad,83.75
1453,2021Q3,Africa,Comoros,74.12
1454,2021Q3,Africa,Congo,63.260000000000005
1455,2021Q3,Africa,Cote d'Ivoire,101.71
1456,2021Q3,Africa,Democratic Republic of Congo,90.23
1457,2021Q3,Africa,Djibouti,110.11
1458,2021Q3,Africa,Egypt,96.34
1459,2021Q3,Africa,Equatorial Guinea,92.91
1460,2021Q3,Africa,Eritrea,82.01
1461,2021Q3,Africa,Eswatini,90.43
1462,2021Q3,Africa,Ethiopia,109.91
1463,2021Q3,Africa,Gabon,113.09
1464,2021Q3,Africa,Gambia,77.91
1465,2021Q3,Africa,Ghana,101.92
1466,2021Q3,Africa,Guinea,94.43
1467,2021Q3,Africa,Guinea-Bissau,95.33
1468,2021Q3,Africa,Kenya,89.56
1469,2021Q3,Africa,Lesotho,52.42
1470,2021Q3,Africa,Liberia,48.26
1471,2021Q3,Africa,Libya,100.13
1472,2021Q3,Africa,Madagascar,53.94
1473,2021Q3,Africa,Malawi,83.41
1474,2021Q3,Africa,Mali,103.77
1475,2021Q3,Africa,Mauritania,94.46
1476,2021Q3,Africa,Mauritius,116.22
1477,2021Q3,Africa,Mayotte,0.0
1478,2021Q3,Africa,Morocco,101.14
1479,2021Q3,Africa,Mozambique,82.46
1480,2021Q3,Africa,Namibia,74.17
1481,2021Q3,Africa,Niger,103.42
1482,2021Q3,Africa,Nigeria,106.03
1483,2021Q3,Africa,Reunion,0.0
1484,2021Q3,Africa,Rwanda,85.74
1485,2021Q3,Africa,Saint Helena,0.0
1486,2021Q3,Africa,Sao Tome and Principe,108.19
1487,2021Q3,Africa,Senegal,82.17
1488,2021Q3,Africa,Seychelles,85.87
1489,2021Q3,Africa,Sierra Leone,57.31
1490,2021Q3,Africa,Somalia,107.81
1491,2021Q3,Africa,South Africa,80.1
1492,2021Q3,Africa,South Sudan,85.11
1493,2021Q3,Africa,Sudan,60.9
1494,2021Q3,Africa,Tanzania,3.91
1495,2021Q3,Africa,Togo,104.74000000000001
1496,2021Q3,Africa,Tunisia,84.26
1497,2021Q3,Africa,Uganda,56.4
1498,2021Q3,Africa,Zambia,68.89999999999999
1499,2021Q3,Africa,Zimbabwe,86.23
1500,2021Q3,Asia,Afghanistan,72.65
1501,2021Q3,Asia,Armenia,107.98
1502,2021Q3,Asia,Azerbaijan,116.02
1503,2021Q3,Asia,Bahrain,80.65
1504,2021Q3,Asia,Bangladesh,82.2
1505,2021Q3,Asia,Bhutan,54.18
1506,2021Q3,Asia,Brunei,101.39
1507,2021Q3,Asia,Cambodia,90.37
1508,2021Q3,Asia,China,95.26
1509,2021Q3,Asia,Georgia,99.46
1510,2021Q3,Asia,Hong Kong,0.0
1511,2021Q3,Asia,India,87.19
1512,2021Q3,Asia,Indonesia,78.99
1513,2021Q3,Asia,Iran,94.85
1514,2021Q3,Asia,Iraq,87.24
1515,2021Q3,Asia,Israel,119.17
1516,2021Q3,Asia,Japan,97.99
1517,2021Q3,Asia,Jordan,98.19
1518,2021Q3,Asia,Kazakhstan,92.02
1519,2021Q3,Asia,Kuwait,69.75
1520,2021Q3,Asia,Kyrgyzstan,76.06
1521,2021Q3,Asia,Laos,120.25
1522,2021Q3,Asia,Lebanon,101.32000000000001
1523,2021Q3,Asia,Macao,0.0
1524,2021Q3,Asia,Malaysia,97.84
1525,2021Q3,Asia,Maldives,87.47
1526,2021Q3,Asia,Mongolia,100.64
1527,2021Q3,Asia,Myanmar,97.41
1528,2021Q3,Asia,Nepal,87.51
1529,2021Q3,Asia,North Korea,0.0
1530,2021Q3,Asia,Northern Cyprus,0.0
1531,2021Q3,Asia,Oman,63.99
1532,2021Q3,Asia,Pakistan,96.1
1533,2021Q3,Asia,Palestine,112.82
1534,2021Q3,Asia,Philippines,99.92999999999999
1535,2021Q3,Asia,Qatar,90.55
1536,2021Q3,Asia,Saudi Arabia,66.08
1537,2021Q3,Asia,Singapore,128.48
1538,2021Q3,Asia,South Korea,101.67
1539,2021Q3,Asia,Sri Lanka,91.42
1540,2021Q3,Asia,Syria,107.76
1541,2021Q3,Asia,Taiwan,75.33
1542,2021Q3,Asia,Tajikistan,78.53
1543,2021Q3,Asia,Thailand,99.28
1544,2021Q3,Asia,Timor,92.61
1545,2021Q3,Asia,Turkey,103.5
1546,2021Q3,Asia,Turkmenistan,0.0
1547,2021Q3,Asia,United Arab Emirates,80.04
1548,2021Q3,Asia,Uzbekistan,93.57000000000001
1549,2021Q3,Asia,Vietnam,113.63
1550,2021Q3,Asia,Yemen,108.2
1551,2021Q3,Europe,Albania,128.43
1552,2021Q3,Europe,Andorra,94.38
1553,2021Q3,Europe,Austria,111.09
1554,2021Q3,Europe,Belarus,99.18
1555,2021Q3,Europe,Belgium,106.4
1556,2021Q3,Europe,Bosnia and Herzegovina,117.44
1557,2021Q3,Europe,Bulgaria,115.88
1558,2021Q3,Europe,Croatia,112.34
1559,2021Q3,Europe,Cyprus,90.28
1560,2021Q3,Europe,Czechia,101.72
1561,2021Q3,Europe,Denmark,94.42
1562,2021Q3,Europe,England,0.0
1563,2021Q3,Europe,Estonia,111.71
1564,2021Q3,Europe,Faeroe Islands,0.0
1565,2021Q3,Europe,Finland,101.57000000000001
1566,2021Q3,Europe,France,100.49
1567,2021Q3,Europe,Germany,115.82
1568,2021Q3,Europe,Gibraltar,0.0
1569,2021Q3,Europe,Greece,101.68
1570,2021Q3,Europe,Guernsey,0.0
1571,2021Q3,Europe,Hungary,115.71
1572,2021Q3,Europe,Iceland,86.23
1573,2021Q3,Europe,Ireland,101.42999999999999
1574,2021Q3,Europe,Isle of Man,0.0
1575,2021Q3,Europe,Italy,102.42999999999999
1576,2021Q3,Europe,Jersey,0.0
1577,2021Q3,Europe,Kosovo,105.71
1578,2021Q3,Europe,Latvia,108.9
1579,2021Q3,Europe,Liechtenstein,104.38
1580,2021Q3,Europe,Lithuania,114.85
1581,2021Q3,Europe,Luxembourg,104.86
1582,2021Q3,Europe,Malta,109.05
1583,2021Q3,Europe,Moldova,112.77
1584,2021Q3,Europe,Monaco,93.92
1585,2021Q3,Europe,Montenegro,116.2
1586,2021Q3,Europe,Netherlands,99.88
1587,2021Q3,Europe,North Macedonia,123.36
1588,2021Q3,Europe,Northern Ireland,0.0
1589,2021Q3,Europe,Norway,102.11
1590,2021Q3,Europe,Poland,105.12
1591,2021Q3,Europe,Portugal,88.82
1592,2021Q3,Europe,Romania,127.01
1593,2021Q3,Europe,Russia,92.86
1594,2021Q3,Europe,San Marino,73.33
1595,2021Q3,Europe,Scotland,0.0
1596,2021Q3,Europe,Serbia,122.55
1597,2021Q3,Europe,Slovakia,113.02
1598,2021Q3,Europe,Slovenia,114.36
1599,2021Q3,Europe,Spain,91.64
1600,2021Q3,Europe,Sweden,107.6
1601,2021Q3,Europe,Switzerland,117.61
1602,2021Q3,Europe,Ukraine,104.15
1603,2021Q3,Europe,United Kingdom,97.89
1604,2021Q3,Europe,Vatican,0.0
1605,2021Q3,Europe,Wales,0.0
1606,2021Q3,North America,Anguilla,0.0
1607,2021Q3,North America,Antigua and Barbuda,105.3
1608,2021Q3,North America,Aruba,0.0
1609,2021Q3,North America,Bahamas,103.39999999999999
1610,2021Q3,North America,Barbados,120.29
1611,2021Q3,North America,Belize,115.77
1612,2021Q3,North America,Bermuda,0.0
1613,2021Q3,North America,Bonaire Sint Eustatius and Saba,0.0
1614,2021Q3,North America,British Virgin Islands,0.0
1615,2021Q3,North America,Canada,106.56
1616,2021Q3,North America,Cayman Islands,0.0
1617,2021Q3,North America,Costa Rica,99.77
1618,2021Q3,North America,Cuba,99.9
1619,2021Q3,North America,Curacao,0.0
1620,2021Q3,North America,Dominica,54.08
1621,2021Q3,North America,Dominican Republic,87.22
1622,2021Q3,North America,El Salvador,66.32000000000001
1623,2021Q3,North America,Greenland,0.0
1624,2021Q3,North America,Grenada,77.19
1625,2021Q3,North America,Guadeloupe,0.0
1626,2021Q3,North America,Guatemala,97.52
1627,2021Q3,North America,Haiti,84.93
1628,2021Q3,North America,Honduras,91.19
1629,2021Q3,North America,Jamaica,108.34
1630,2021Q3,North America,Martinique,0.0
1631,2021Q3,North America,Mexico,98.01
1632,2021Q3,North America,Montserrat,0.0
1633,2021Q3,North America,Nicaragua,121.08000000000001
1634,2021Q3,North America,Panama,84.72
1635,2021Q3,North America,Puerto Rico,0.0
1636,2021Q3,North America,Saint Barthelemy,0.0
1637,2021Q3,North America,Saint Kitts and Nevis,105.42
1638,2021Q3,North America,Saint Lucia,111.97
1639,2021Q3,North America,Saint Martin (French part),0.0
1640,2021Q3,North America,Saint Pierre and Miquelon,0.0
1641,2021Q3,North America,Saint Vincent and the Grenadines,103.42
1642,2021Q3,North America,Sint Maarten (Dutch part),0.0
1643,2021Q3,North America,Trinidad and Tobago,92.02
1644,2021Q3,North America,Turks and Caicos Islands,0.0
1645,2021Q3,North America,United States,110.42
1646,2021Q3,North America,United States Virgin Islands,0.0
1647,2021Q3,Oceania,American Samoa,0.0
1648,2021Q3,Oceania,Australia,122.87
1649,2021Q3,Oceania,Cook Islands,0.0
1650,2021Q3,Oceania,Fiji,88.84
1651,2021Q3,Oceania,French Polynesia,0.0
1652,2021Q3,Oceania,Guam,0.0
1653,2021Q3,Oceania,Kiribati,0.0
1654,2021Q3,Oceania,Marshall Islands,0.0
1655,2021Q3,Oceania,Micronesia (country),0.0
1656,2021Q3,Oceania,Nauru,0.0
1657,2021Q3,Oceania,New Caledonia,0.0
1658,2021Q3,Oceania,New Zealand,108.21
1659,2021Q3,Oceania,Niue,0.0
1660,2021Q3,Oceania,Northern Mariana Islands,0.0
1661,2021Q3,Oceania,Palau,0.0
1662,2021Q3,Oceania,Papua New Guinea,58.82
1663,2021Q3,Oceania,Pitcairn,0.0
1664,2021Q3,Oceania,Samoa,0.0
1665,2021Q3,Oceania,Solomon Islands,0.0
1666,2021Q3,Oceania,Tokelau,0.0
1667,2021Q3,Oceania,Tonga,0.0
1668,2021Q3,Oceania,Tuvalu,0.0
1669,2021Q3,Oceania,Vanuatu,0.0
1670,2021Q3,Oceania,Wallis and Futuna,0.0
1671,2021Q3,South America,Argentina,75.1
1672,2021Q3,South America,Bolivia,83.77
1673,2021Q3,South America,Brazil,86.19
1674,2021Q3,South America,Chile,79.08
1675,2021Q3,South America,Colombia,72.0
1676,2021Q3,South America,Ecuador,88.57
1677,2021Q3,South America,Falkland Islands,0.0
1678,2021Q3,South America,French Guiana,0.0
1679,2021Q3,South America,Guyana,101.07
1680,2021Q3,South America,Paraguay,68.38
1681,2021Q3,South America,Peru,86.31
1682,2021Q3,South America,Suriname,98.43
1683,2021Q3,South America,Uruguay,77.34
1684,2021Q3,South America,Venezuela,94.96000000000001
1685,2021Q4,Africa,Algeria,96.38
1686,2021Q4,Africa,Angola,106.8
1687,2021Q4,Africa,Benin,38.74
1688,2021Q4,Africa,Botswana,79.81
1689,2021Q4,Africa,Burkina Faso,29.1
1690,2021Q4,Africa,Burundi,80.09
1691,2021Q4,Africa,Cameroon,55.769999999999996
1692,2021Q4,Africa,Cape Verde,108.71
1693,2021Q4,Africa,Central African Republic,25.05
1694,2021Q4,Africa,Chad,23.38
1695,2021Q4,Africa,Comoros,92.75
1696,2021Q4,Africa,Congo,69.49
1697,2021Q4,Africa,Cote d'Ivoire,106.57
1698,2021Q4,Africa,Democratic Republic of Congo,92.58
1699,2021Q4,Africa,Djibouti,73.06
1700,2021Q4,Africa,Egypt,94.34
1701,2021Q4,Africa,Equatorial Guinea,68.44
1702,2021Q4,Africa,Eritrea,110.05
1703,2021Q4,Africa,Eswatini,117.78
1704,2021Q4,Africa,Ethiopia,102.24
1705,2021Q4,Africa,Gabon,92.6
1706,2021Q4,Africa,Gambia,48.29
1707,2021Q4,Africa,Ghana,89.69
1708,2021Q4,Africa,Guinea,72.12
1709,2021Q4,Africa,Guinea-Bissau,67.19
1710,2021Q4,Africa,Kenya,110.72
1711,2021Q4,Africa,Lesotho,60.62
1712,2021Q4,Africa,Liberia,28.51
1713,2021Q4,Africa,Libya,90.87
1714,2021Q4,Africa,Madagascar,28.02
1715,2021Q4,Africa,Malawi,117.75
1716,2021Q4,Africa,Mali,110.75
1717,2021Q4,Africa,Mauritania,99.93
1718,2021Q4,Africa,Mauritius,93.48
1719,2021Q4,Africa,Mayotte,0.0
1720,2021Q4,Africa,Morocco,91.39
1721,2021Q4,Africa,Mozambique,122.96000000000001
1722,2021Q4,Africa,Namibia,92.09
1723,2021Q4,Africa,Niger,103.46
1724,2021Q4,Africa,Nigeria,95.49
1725,2021Q4,Africa,Reunion,0.0
1726,2021Q4,Africa,Rwanda,104.22
1727,2021Q4,Africa,Saint Helena,0.0
1728,2021Q4,Africa,Sao Tome and Principe,53.76
1729,2021Q4,Africa,Senegal,106.91
1730,2021Q4,Africa,Seychelles,98.74
1731,2021Q4,Africa,Sierra Leone,36.81
1732,2021Q4,Africa,Somalia,36.18
1733,2021Q4,Africa,South Africa,93.52
1734,2021Q4,Africa,South Sudan,114.71
1735,2021Q4,Africa,Sudan,74.71
1736,2021Q4,Africa,Tanzania,22.7
1737,2021Q4,Africa,Togo,103.45
1738,2021Q4,Africa,Tunisia,86.48
1739,2021Q4,Africa,Uganda,107.55
1740,2021Q4,Africa,Zambia,121.19
1741,2021Q4,Africa,Zimbabwe,111.94
1742,2021Q4,Asia,Afghanistan,93.9
1743,2021Q4,Asia,Armenia,79.87
1744,2021Q4,Asia,Azerbaijan,88.01
1745,2021Q4,Asia,Bahrain,104.31
1746,2021Q4,Asia,Bangladesh,84.18
1747,2021Q4,Asia,Bhutan,57.9
1748,2021Q4,Asia,Brunei,81.78
1749,2021Q4,Asia,Cambodia,64.61
1750,2021Q4,Asia,China,101.49
1751,2021Q4,Asia,Georgia,94.74
1752,2021Q4,Asia,Hong Kong,0.0
1753,2021Q4,Asia,India,88.21000000000001
1754,2021Q4,Asia,Indonesia,75.25
1755,2021Q4,Asia,Iran,77.94
1756,2021Q4,Asia,Iraq,77.92999999999999
1757,2021Q4,Asia,Israel,92.05
1758,2021Q4,Asia,Japan,77.81
1759,2021Q4,Asia,Jordan,101.61
1760,2021Q4,Asia,Kazakhstan,82.12
1761,2021Q4,Asia,Kuwait,106.61
1762,2021Q4,Asia,Kyrgyzstan,91.32000000000001
1763,2021Q4,Asia,Laos,99.77
1764,2021Q4,Asia,Lebanon,102.58
1765,2021Q4,Asia,Macao,0.0
1766,2021Q4,Asia,Malaysia,82.65
1767,2021Q4,Asia,Maldives,97.21
1768,2021Q4,Asia,Mongolia,82.19
1769,2021Q4,Asia,Myanmar,77.9
1770,2021Q4,Asia,Nepal,83.1
1771,2021Q4,Asia,North Korea,0.0
1772,2021Q4,Asia,Northern Cyprus,0.0
1773,2021Q4,Asia,Oman,108.57
1774,2021Q4,Asia,Pakistan,83.71
1775,2021Q4,Asia,Palestine,81.33
1776,2021Q4,Asia,Philippines,74.37
1777,2021Q4,Asia,Qatar,101.79
1778,2021Q4,Asia,Saudi Arabia,108.35
1779,2021Q4,Asia,Singapore,83.19
1780,2021Q4,Asia,South Korea,98.01
1781,2021Q4,Asia,Sri Lanka,87.12
1782,2021Q4,Asia,Syria,82.46000000000001
1783,2021Q4,Asia,Taiwan,100.46
1784,2021Q4,Asia,Tajikistan,0.03
1785,2021Q4,Asia,Thailand,83.86
1786,2021Q4,Asia,Timor,52.96
1787,2021Q4,Asia,Turkey,92.53
1788,2021Q4,Asia,Turkmenistan,0.0
1789,2021Q4,Asia,United Arab Emirates,104.97
1790,2021Q4,Asia,Uzbekistan,84.79
1791,2021Q4,Asia,Vietnam,97.54
1792,2021Q4,Asia,Yemen,81.11
1793,2021Q4,Europe,Albania,91.71
1794,2021Q4,Europe,Andorra,132.29
1795,2021Q4,Europe,Austria,97.09
1796,2021Q4,Europe,Belarus,88.92
1797,2021Q4,Europe,Belgium,115.2
1798,2021Q4,Europe,Bosnia and Herzegovina,98.16
1799,2021Q4,Europe,Bulgaria,94.91
1800,2021Q4,Europe,Croatia,101.71000000000001
1801,2021Q4,Europe,Cyprus,116.62
1802,2021Q4,Europe,Czechia,117.58
1803,2021Q4,Europe,Denmark,117.6
1804,2021Q4,Europe,England,0.0
1805,2021Q4,Europe,Estonia,95.25
1806,2021Q4,Europe,Faeroe Islands,0.0
1807,2021Q4,Europe,Finland,107.97
1808,2021Q4,Europe,France,114.49
1809,2021Q4,Europe,Germany,109.52
1810,2021Q4,Europe,Gibraltar,0.0
1811,2021Q4,Europe,Greece,105.99
1812,2021Q4,Europe,Guernsey,0.0
1813,2021Q4,Europe,Hungary,118.61
1814,2021Q4,Europe,Iceland,119.36
1815,2021Q4,Europe,Ireland,107.39
1816,2021Q4,Europe,Isle of Man,0.0
1817,2021Q4,Europe,Italy,113.4
1818,2021Q4,Europe,Jersey,0.0
1819,2021Q4,Europe,Kosovo,82.88
1820,2021Q4,Europe,Latvia,94.99
1821,2021Q4,Europe,Liechtenstein,115.72
1822,2021Q4,Europe,Lithuania,94.1
1823,2021Q4,Europe,Luxembourg,114.95
1824,2021Q4,Europe,Malta,119.8
1825,2021Q4,Europe,Moldova,88.4
1826,2021Q4,Europe,Monaco,105.46
1827,2021Q4,Europe,Montenegro,96.73
1828,2021Q4,Europe,Netherlands,107.26
1829,2021Q4,Europe,North Macedonia,92.13
1830,2021Q4,Europe,Northern Ireland,0.0
1831,2021Q4,Europe,Norway,106.51
1832,2021Q4,Europe,Poland,112.89
1833,2021Q4,Europe,Portugal,112.44
1834,2021Q4,Europe,Romania,79.43
1835,2021Q4,Europe,Russia,92.76
1836,2021Q4,Europe,San Marino,122.3
1837,2021Q4,Europe,Scotland,0.0
1838,2021Q4,Europe,Serbia,83.4
1839,2021Q4,Europe,Slovakia,102.56
1840,2021Q4,Europe,Slovenia,97.19
1841,2021Q4,Europe,Spain,127.43
1842,2021Q4,Europe,Sweden,120.77
1843,2021Q4,Europe,Switzerland,116.39
1844,2021Q4,Europe,Ukraine,94.01
1845,2021Q4,Europe,United Kingdom,100.59
1846,2021Q4,Europe,Vatican,0.0
1847,2021Q4,Europe,Wales,0.0
1848,2021Q4,North America,Anguilla,0.0
1849,2021Q4,North America,Antigua and Barbuda,72.83
1850,2021Q4,North America,Aruba,0.0
1851,2021Q4,North America,Bahamas,93.16
1852,2021Q4,North America,Barbados,95.28
1853,2021Q4,North America,Belize,101.42999999999999
1854,2021Q4,North America,Bermuda,0.0
